N     Total_reward  Satisfied_customers  Customers_without_deliveries  Total_time  Total_satisfaction  Wharehouse_visits  Trips
789    833.950867                 12.0                           2.0  740.400000            0.871306               18.0   42.0
790    741.828473                 14.0                           4.0  723.400000            0.779904               11.0   95.0
791    882.832249                 16.0                           1.0  749.333333            0.939901               18.0   38.0
792    865.959440                 10.0                           1.0  730.333333            0.908213               18.0   38.0
793    891.691984                 15.0                           1.0  742.433333            0.927835               18.0   44.0
794    790.533018                 12.0                           3.0  740.383333            0.828735               19.0   42.0
795    851.221661                 15.0                           2.0  727.266667            0.894737               11.0   87.0
796    836.169957                 13.0                           2.0  738.416667            0.874647               18.0   43.0
797    878.386881                 10.0                           1.0  736.333333            0.928778               18.0   38.0
798    871.998000                 12.0                           1.0  724.333333            0.913043               18.0   38.0
799    871.911984                 13.0                           1.0  728.333333            0.924658               18.0   38.0
800    840.991790                 11.0                           2.0  741.400000            0.880769               18.0   42.0
801    872.700721                 12.0                           1.0  727.333333            0.920605               18.0   38.0
802    782.071369                 16.0                           3.0  727.233333            0.825307               12.0   86.0
803    931.030095                 14.0                           0.0  751.400000            0.987305               18.0   42.0
804    888.255859                 12.0                           1.0  748.333333            0.932821               19.0   39.0
805    799.410878                 15.0                           3.0  744.283333            0.842566               12.0   89.0
806    878.386406                 11.0                           1.0  720.333333            0.920952               18.0   38.0
807    818.920730                 16.0                           3.0  735.250000            0.855352               12.0   87.0
808    879.422467                 11.0                           1.0  735.333333            0.929605               18.0   38.0
809    873.180819                 11.0                           1.0  721.333333            0.917300               18.0   38.0
810    882.894223                 12.0                           1.0  725.333333            0.931731               18.0   38.0
811    795.129516                 12.0                           3.0  732.400000            0.825800               18.0   42.0
812    884.336495                 13.0                           1.0  751.333333            0.937255               19.0   39.0
813    878.948448                 12.0                           1.0  727.333333            0.927342               18.0   38.0
814    790.408210                 14.0                           3.0  742.400000            0.833176               18.0   42.0
815    820.860467                 15.0                           2.0  737.233333            0.874401               11.0   85.0
816    749.417422                 16.0                           4.0  723.133333            0.791188               12.0   80.0
817    851.658289                 16.0                           2.0  721.183333            0.893697               10.0   81.0
818    752.784908                 15.0                           4.0  727.266667            0.784644               11.0   87.0
819    754.418192                 13.0                           4.0  748.566667            0.788023               12.0  106.0
820    763.041481                 16.0                           4.0  735.183333            0.796740               11.0   82.0
821    823.256894                 11.0                           2.0  740.383333            0.860640               18.0   41.0
822    752.145999                 13.0                           4.0  730.500000            0.784442               11.0  101.0
823    696.783367                 15.0                           5.0  727.283333            0.741779               12.0   89.0
824    875.690688                 10.0                           1.0  736.333333            0.922244               18.0   38.0
825    873.586166                 11.0                           1.0  739.333333            0.918660               18.0   38.0
826    800.926841                 15.0                           3.0  737.250000            0.839080               11.0   86.0
827    757.190046                 13.0                           4.0  727.483333            0.787850               11.0  100.0
828    838.182613                 11.0                           2.0  726.400000            0.869318               18.0   42.0
829    861.384407                  9.0                           1.0  735.333333            0.902978               18.0   38.0
830    787.299757                 14.0                           3.0  734.366667            0.827586               11.0   93.0
831    869.840001                 13.0                           1.0  720.333333            0.914833               18.0   38.0
832    870.144524                 13.0                           1.0  734.333333            0.922854               18.0   38.0
833    844.436709                 14.0                           2.0  736.416667            0.889635               18.0   43.0
834    832.239023                 17.0                           2.0  723.150000            0.864865               11.0   80.0
835    788.363696                 16.0                           3.0  740.200000            0.835893               12.0   84.0
836    876.954525                 12.0                           1.0  748.433333            0.913003               18.0   44.0
837    834.118717                 13.0                           2.0  728.400000            0.875706               18.0   42.0
838    877.271896                  9.0                           1.0  743.333333            0.919771               18.0   38.0
839    879.236745                 12.0                           1.0  734.333333            0.924905               18.0   38.0
840    876.119733                 13.0                           1.0  725.333333            0.931373               18.0   38.0
841    873.140778                 13.0                           1.0  726.333333            0.921103               18.0   38.0
842    801.368006                 15.0                           3.0  723.350000            0.836967               11.0   92.0
843    738.391872                 12.0                           4.0  724.533333            0.767840               11.0  103.0
844    805.037186                 11.0                           3.0  745.400000            0.840566               18.0   42.0
845    846.411704                 12.0                           2.0  734.400000            0.886704               18.0   42.0
846    888.223198                 15.0                           1.0  741.433333            0.938095               18.0   44.0
847    795.130013                 15.0                           3.0  723.350000            0.839731               11.0   92.0
848    876.885118                 10.0                           1.0  736.333333            0.914341               18.0   38.0
849    788.495748                 10.0                           3.0  734.400000            0.827815               18.0   42.0
850    938.059825                 14.0                           0.0  725.433333            0.972872               17.0   43.0
851    819.994139                 13.0                           2.0  722.383333            0.872340               18.0   41.0
852    894.403231                 14.0                           1.0  742.433333            0.936842               18.0   44.0
853    743.953138                 11.0                           4.0  739.383333            0.781940               18.0   41.0
854    840.419425                 14.0                           2.0  728.416667            0.892683               18.0   43.0
855    888.791666                 15.0                           1.0  723.416667            0.937076               17.0   42.0
856    881.545038                 11.0                           1.0  746.333333            0.935701               18.0   38.0
857    800.531420                 10.0                           3.0  728.383333            0.834766               18.0   41.0
858    871.344411                 11.0                           1.0  736.333333            0.918348               18.0   38.0
859    844.087609                 15.0                           2.0  738.250000            0.887805               12.0   87.0
860    792.024759                 14.0                           3.0  737.366667            0.827425               11.0   93.0
861    787.593394                 14.0                           3.0  728.316667            0.827686               11.0   90.0
862    731.131953                 15.0                           4.0  720.283333            0.768281               11.0   88.0
863    929.740951                 12.0                           0.0  720.416667            0.955679               17.0   42.0
864    878.118828                 12.0                           1.0  734.333333            0.931268               18.0   38.0
865    799.415176                 12.0                           3.0  727.400000            0.841509               18.0   42.0
866    872.388862                 13.0                           1.0  743.333333            0.929119               18.0   38.0
867    790.546669                 13.0                           3.0  742.400000            0.824811               18.0   42.0
868    872.042291                 11.0                           1.0  730.333333            0.913793               18.0   38.0
869    878.254464                  9.0                           1.0  724.333333            0.915399               18.0   38.0
870    758.829387                 15.0                           4.0  730.350000            0.794947               12.0   93.0
871    787.647507                 12.0                           3.0  725.383333            0.827554               18.0   41.0
872    883.354027                 13.0                           1.0  735.333333            0.939864               18.0   38.0
873    804.194205                  9.0                           3.0  748.400000            0.826331               19.0   43.0
874    934.897098                 15.0                           0.0  725.350000            0.970065               12.0   93.0
875    867.868745                  9.0                           1.0  731.333333            0.907354               18.0   38.0
876    772.449843                 13.0                           3.0  726.583333            0.816114               11.0  106.0
877    881.143503                 10.0                           1.0  741.333333            0.932749               18.0   38.0
878    792.892477                 16.0                           3.0  721.150000            0.834132               10.0   79.0
879    820.501279                 12.0                           2.0  730.366667            0.871551               18.0   40.0
880    808.060430                 15.0                           3.0  722.350000            0.844779               11.0   92.0
881    696.675979                 13.0                           4.0  720.450000            0.734694               11.0   98.0
882    878.056692                 10.0                           1.0  755.333333            0.927746               19.0   39.0
883    841.507015                 12.0                           2.0  734.400000            0.881958               18.0   42.0
884    759.635930                 15.0                           4.0  720.250000            0.797115               11.0   86.0
885    813.169484                 16.0                           3.0  724.250000            0.852099               12.0   87.0
886    873.354216                 13.0                           1.0  748.333333            0.926527               18.0   38.0
887    827.872334                 12.0                           2.0  730.400000            0.872970               18.0   42.0
888    789.442831                 14.0                           3.0  734.383333            0.815443               11.0   94.0
889    800.744545                 15.0                           3.0  722.316667            0.851816               11.0   90.0
890    880.445280                 13.0                           1.0  755.333333            0.928098               18.0   38.0
891    761.332126                 15.0                           4.0  741.250000            0.804114               12.0   87.0
892    870.917293                 12.0                           1.0  737.333333            0.914692               18.0   38.0
893    833.017601                 11.0                           2.0  724.400000            0.869606               18.0   42.0
894    870.563552                 14.0                           1.0  753.333333            0.924783               18.0   38.0
895    744.825763                 14.0                           4.0  721.383333            0.783465               11.0   94.0
896    733.334871                 13.0                           4.0  735.466667            0.769895               11.0   99.0
897    879.829179                 12.0                           1.0  742.333333            0.929400               18.0   38.0
898    801.038201                 13.0                           3.0  747.400000            0.845411               18.0   42.0
899    873.412437                 11.0                           1.0  747.416667            0.911260               18.0   43.0
900    882.652646                  9.0                           1.0  748.333333            0.917137               18.0   38.0
901    835.931125                 16.0                           2.0  721.183333            0.884058               12.0   83.0
902    876.199219                 12.0                           1.0  751.333333            0.917064               18.0   38.0
903    868.594175                  6.0                           1.0  736.333333            0.896200               18.0   38.0
904    873.676723                 12.0                           1.0  726.333333            0.928016               18.0   38.0
905    826.725101                 10.0                           2.0  741.383333            0.866858               18.0   41.0
906    820.521363                 14.0                           2.0  739.366667            0.866540               11.0   93.0
907    853.984298                 13.0                           2.0  723.500000            0.892789               10.0  100.0
908    787.560397                 14.0                           3.0  734.366667            0.833333               11.0   93.0
909    827.373432                 14.0                           2.0  740.450000            0.872015               12.0   99.0
910    883.053496                 12.0                           1.0  751.333333            0.924314               19.0   39.0
911    758.997346                 14.0                           4.0  720.366667            0.797468               11.0   93.0
912    861.733952                  8.0                           1.0  740.333333            0.906103               18.0   38.0
913    879.948810                 14.0                           1.0  739.333333            0.938856               18.0   38.0
914    783.143411                 12.0                           3.0  729.383333            0.823188               18.0   41.0
915    821.603069                 15.0                           2.0  738.333333            0.859551               12.0   92.0
916    890.753226                 14.0                           1.0  745.433333            0.931197               18.0   44.0
917    943.297378                 14.0                           0.0  752.450000            0.982955               18.0   45.0
918    796.315832                 13.0                           3.0  736.650000            0.833333               12.0  111.0
919    738.818524                 15.0                           4.0  742.300000            0.782735               12.0   90.0
920    789.740127                 14.0                           3.0  724.400000            0.831569               18.0   42.0
921    787.819324                 14.0                           3.0  737.400000            0.832689               18.0   42.0
922    881.049491                 14.0                           1.0  752.333333            0.933014               18.0   38.0
923    736.938305                 15.0                           4.0  726.233333            0.764873               11.0   85.0
924    869.908871                 11.0                           1.0  735.333333            0.922255               18.0   38.0
925    890.992508                 14.0                           1.0  746.433333            0.935115               18.0   44.0
926    737.648343                 15.0                           4.0  738.300000            0.787109               12.0   90.0
927    882.429411                  8.0                           1.0  736.333333            0.924402               18.0   38.0
928    894.125136                 13.0                           1.0  735.433333            0.930491               18.0   44.0
929    874.454757                 12.0                           1.0  723.333333            0.923077               18.0   38.0
930    755.618215                 14.0                           4.0  737.383333            0.794061               11.0   94.0
931    875.159888                 10.0                           1.0  741.333333            0.920650               18.0   38.0
932    883.558070                 12.0                           1.0  750.400000            0.920038               18.0   42.0
933    800.808283                 13.0                           3.0  736.400000            0.841954               18.0   42.0
934    742.997777                 13.0                           4.0  726.433333            0.771698               11.0   97.0
935    781.143145                 13.0                           3.0  732.500000            0.823305               11.0  101.0
936    744.633109                 15.0                           4.0  734.283333            0.790560               12.0   89.0
937    848.829808                 14.0                           2.0  743.450000            0.900096               12.0   99.0
938    776.151756                 14.0                           3.0  720.433333            0.819048               11.0   97.0
939    789.468176                 15.0                           3.0  728.383333            0.835249               18.0   41.0
940    784.127315                 14.0                           3.0  726.366667            0.825794               11.0   93.0
941    840.529708                 14.0                           2.0  747.416667            0.886578               18.0   43.0
942    877.072157                 12.0                           1.0  734.333333            0.925430               18.0   38.0
943    794.711934                 15.0                           3.0  722.383333            0.841748               12.0   95.0
944    836.554032                 14.0                           2.0  736.400000            0.877243               18.0   42.0
945    886.315764                 14.0                           1.0  738.433333            0.928711               18.0   44.0
946    933.565289                 15.0                           0.0  741.316667            0.980207               12.0   91.0
947    844.141312                  9.0                           2.0  746.416667            0.870388               18.0   43.0
948    870.110695                 10.0                           1.0  747.333333            0.918033               18.0   38.0
949    790.981312                 14.0                           3.0  721.366667            0.825261               11.0   93.0
950    881.194343                 10.0                           1.0  740.333333            0.929044               18.0   38.0
951    874.440401                 12.0                           1.0  733.333333            0.924184               18.0   38.0
952    752.152174                 14.0                           4.0  724.433333            0.791465               12.0   98.0
953    802.471672                 13.0                           3.0  746.383333            0.847036               18.0   41.0
954    881.343744                 12.0                           1.0  751.333333            0.926570               19.0   39.0
955    740.088394                 14.0                           4.0  737.483333            0.780418               12.0  101.0
956    888.588628                 13.0                           1.0  732.400000            0.931232               18.0   42.0
957    884.100224                 14.0                           1.0  749.433333            0.926306               18.0   44.0
958    893.568151                 12.0                           1.0  741.433333            0.919962               18.0   44.0
959    840.349716                 14.0                           2.0  720.333333            0.888462               10.0   90.0
960    875.251831                 10.0                           1.0  721.333333            0.913989               18.0   38.0
961    728.509295                 14.0                           4.0  726.350000            0.769895               10.0   91.0
962    878.918939                 15.0                           1.0  724.333333            0.938477               18.0   38.0
963    877.617296                 12.0                           1.0  728.333333            0.924184               18.0   38.0
964    808.410412                 13.0                           3.0  722.533333            0.839286               10.0  102.0
965    877.596460                 11.0                           1.0  723.333333            0.926033               18.0   38.0
966    874.924738                  9.0                           1.0  737.333333            0.908240               18.0   38.0
967    893.226293                 16.0                           1.0  720.283333            0.937977               12.0   89.0
968    756.395734                 14.0                           4.0  722.400000            0.795564               11.0   95.0
969    845.651534                 14.0                           2.0  733.400000            0.895954               18.0   42.0
970    883.546120                  8.0                           1.0  730.333333            0.923518               18.0   38.0
971    777.603197                 12.0                           3.0  740.733333            0.825536               12.0  116.0
972    799.076856                 13.0                           3.0  732.383333            0.833805               18.0   41.0
973    764.804672                 15.0                           4.0  724.483333            0.805927               12.0  101.0
974    843.930336                 13.0                           2.0  737.416667            0.881404               18.0   43.0
975    832.815860                 14.0                           2.0  728.383333            0.865019               11.0   94.0
976    779.531071                 12.0                           3.0  731.400000            0.818447               18.0   42.0
977    741.827403                 14.0                           4.0  720.366667            0.789323               10.0   92.0
978    873.288396                 12.0                           1.0  736.333333            0.921890               18.0   38.0
979    841.528299                 10.0                           2.0  745.433333            0.865979               18.0   44.0
980    878.850061                  9.0                           1.0  745.333333            0.922562               18.0   38.0
981    816.044968                 16.0                           3.0  721.300000            0.843544               11.0   89.0
982    801.108989                 14.0                           3.0  727.366667            0.837344               11.0   93.0
983    872.437374                 13.0                           1.0  730.333333            0.925856               18.0   38.0
984    803.840728                 14.0                           3.0  733.366667            0.840580               11.0   93.0
985    878.230791                 12.0                           1.0  725.333333            0.927954               18.0   38.0
986    870.610897                 13.0                           1.0  734.333333            0.922190               18.0   38.0
987    766.514848                 15.0                           4.0  724.366667            0.800382               11.0   93.0
988    862.049616                 11.0                           1.0  745.333333            0.902072               18.0   38.0
989    752.082875                 14.0                           4.0  723.383333            0.784967               10.0   93.0
990    879.947184                 12.0                           1.0  740.333333            0.920620               18.0   38.0
991    906.024255                 16.0                           0.0  721.250000            0.956401               12.0   87.0
992    758.807906                 15.0                           4.0  721.266667            0.791946               11.0   87.0
993    892.311794                 12.0                           1.0  737.416667            0.931100               18.0   43.0
994    871.462390                 11.0                           1.0  727.333333            0.917536               18.0   38.0
995    808.518386                 14.0                           3.0  724.350000            0.844796               11.0   92.0
996    796.141091                 13.0                           3.0  739.383333            0.844894               18.0   41.0
997    787.116280                 13.0                           3.0  722.500000            0.824929               11.0  101.0
998    874.172128                 13.0                           1.0  731.333333            0.927945               18.0   38.0
999    897.841825                 13.0                           0.0  721.450000            0.940546               17.0   44.0
